run_id,model,api,condition,category,source_category,item_id,target_count,parsed_count,count_error,count_abs_error,count_correct,secondary_target_count,parsed_secondary_count,secondary_correct,task_correct,matched_prompt_tokens,distractor_estimated_tokens,prompt_estimated_tokens,response_status,response_detail,parse_error,latency_seconds,input_tokens,output_tokens,total_tokens,reasoning_tokens,cached_input_tokens,requested_max_output_tokens,final_max_output_tokens,retry_count
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,cruxeval_o,cruxeval_o:sample_56,34,34,0,0,True,,,,,65,80,195,completed,,,0.7679289880034048,243,15,258,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,mmlu_pro,mmlu_pro:7210,34,34,0,0,True,,,,,101,102,217,completed,,,0.702522046995,263,9,272,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,bbh_reasoning,bbh_reasoning:temporal_sequences:158,34,34,0,0,True,,,,,170,190,305,completed,,,0.6794900319946464,355,9,364,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,bbh_reasoning,bbh_reasoning:temporal_sequences:161,34,34,0,0,True,,,,,174,190,305,completed,,,0.9833891479938757,351,9,360,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,mmlu_pro,mmlu_pro:9986,34,34,0,0,True,,,,,241,256,371,completed,,,0.8586464380059624,417,15,432,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,mmlu_pro,mmlu_pro:6905,34,34,0,0,True,,,,,149,168,283,completed,,,0.8300329699995928,329,9,338,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,mmlu_pro,mmlu_pro:6022,34,34,0,0,True,33,33,True,,65,65,181,completed,,,1.0396840260073077,227,14,241,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,bbh_reasoning,bbh_reasoning:tracking_shuffled_objects_three_objects:69,34,34,0,0,True,64,64,True,,127,127,243,completed,,,0.669227881997358,289,14,303,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,cruxeval_o,cruxeval_o:sample_557,34,34,0,0,True,32,32,True,,62,63,179,completed,,,1.0271406380052213,225,17,242,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,math500,math500:test/precalculus/989.json,34,34,0,0,True,34,34,True,,66,67,183,completed,,,0.8608366819971707,229,14,243,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,mmlu_pro,mmlu_pro:7210,34,34,0,0,True,51,51,True,,101,101,217,completed,,,1.6002263030095492,263,23,286,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,bbh_reasoning,bbh_reasoning:temporal_sequences:158,34,34,0,0,True,86,85,False,,170,171,287,completed,,,1.4545536809891928,333,17,350,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:logical_deduction_three_objects:137,35,35,0,0,True,,,,True,110,110,222,completed,,,0.9280245589907281,268,20,288,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:temporal_sequences:7,35,35,0,0,True,,,,False,197,197,309,completed,,,0.9348292029899312,354,29,383,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:tracking_shuffled_objects_three_objects:114,35,35,0,0,True,,,,False,130,130,242,completed,,,0.8533843229961349,288,21,309,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:tracking_shuffled_objects_three_objects:101,35,35,0,0,True,,,,False,120,120,232,completed,,,0.8613049359992146,278,20,298,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:date_understanding:23,35,35,0,0,True,,,,False,98,98,210,completed,,,1.3835024949949002,256,29,285,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_715,35,35,0,0,True,,,,False,53,53,164,completed,,,1.087737407986424,209,20,229,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:date_understanding:33,35,35,0,0,True,,,,False,103,103,215,completed,,,2.7727786530012963,261,25,286,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_273,35,35,0,0,True,,,,True,92,92,203,completed,,,1.0008608320058556,249,22,271,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_665,35,35,0,0,True,,,,False,74,74,185,completed,,,0.8784395740076434,232,17,249,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_755,35,35,0,0,True,,,,True,84,84,196,completed,,,1.266120091007906,243,31,274,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_138,35,35,0,0,True,,,,True,87,87,198,completed,,,0.8961010110069765,244,19,263,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_599,35,35,0,0,True,,,,False,95,95,206,completed,,,1.0089451640087646,252,35,287,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/intermediate_algebra/582.json,35,35,0,0,True,,,,False,204,204,315,completed,,,1.183010638007545,360,22,382,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/number_theory/631.json,35,35,0,0,True,,,,False,79,79,190,completed,,,0.8976489080087049,235,21,256,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/precalculus/96.json,35,35,0,0,True,,,,False,244,244,355,completed,,,1.5158676379942335,400,20,420,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/number_theory/1128.json,35,35,0,0,True,,,,False,62,62,174,completed,,,1.2485331490024691,219,83,302,0,0,2048,2048,0
